LOCAL_DATE,SPEED_MAX_GUST,TOTAL_PRECIPITATION,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE
2018-09-27 0:00,0,0,2.9,17.1,10
2018-09-28 0:00,54,4.3,3.5,20.9,12.2
2018-09-29 0:00,41,0.2,6.5,15.3,10.9
2018-09-30 0:00,0,13.5,7.6,11.1,9.4
2018-10-01 0:00,37,11.5,6.9,11.4,9.2
2018-10-02 0:00,33,9.6,8.7,16.7,12.7
2018-10-03 0:00,39,0,9.5,20.7,15.1
2018-10-04 0:00,59,2.5,2.8,22,12.4
2018-10-05 0:00,43,0,0.7,10.8,5.8
2018-10-06 0:00,0,2.6,10.1,21.5,15.8
2018-10-07 0:00,33,1.5,11.3,15.1,13.2
2018-10-08 0:00,35,0,10.9,17.9,14.4
2018-10-09 0:00,33,0,11.2,28.5,19.9
2018-10-10 0:00,46,0.2,16.5,26,21.3
2018-10-11 0:00,56,0.2,6,20.5,13.3
2018-10-12 0:00,44,0.4,4,9.2,6.6
2018-10-13 0:00,37,0.6,-1.5,9,3.8
2018-10-14 0:00,37,0,-1.7,14.6,6.5
2018-10-15 0:00,65,1.7,2.9,11.1,7
2018-10-16 0:00,52,0,1.7,11.7,6.7
2018-10-17 0:00,61,1.7,0.1,7.7,3.9
2018-10-18 0:00,41,0,-1.9,7.6,2.9
2018-10-19 0:00,65,0,2.7,15.5,9.1
2018-10-20 0:00,46,2.1,1.1,10,5.6
2018-10-21 0:00,48,0,0.2,4.8,2.5
2018-10-22 0:00,35,0,-2.3,11.9,4.8
2018-10-23 0:00,54,0.9,-2.3,8,2.9
2018-10-24 0:00,35,0,-2.9,4.7,0.9
2018-10-25 0:00,0,0,-0.3,8.6,4.2
2018-10-26 0:00,48,0,-2.2,8.8,3.3
2018-10-27 0:00,57,6.3,0.3,4.5,2.4
2018-10-28 0:00,0,1.3,0.2,5.7,3
2018-10-29 0:00,59,0.2,0.6,8.5,4.6
2018-10-30 0:00,32,1.4,-3.3,11.8,4.3
2018-10-31 0:00,37,8.9,2.2,13,7.6
2018-11-01 0:00,39,18.1,2.9,7.1,5
2018-11-02 0:00,52,4,2.2,4.9,3.6
2018-11-03 0:00,45,0,-2,4.8,1.4
2018-11-04 0:00,45,0,-4.8,7.1,1.2
2018-11-05 0:00,33,2.5,3.9,10.9,7.4
2018-11-06 0:00,74,10.4,6.8,13.9,10.4
2018-11-07 0:00,59,1.2,2.6,7.1,4.9
2018-11-08 0:00,39,0,0.9,3.9,2.4
2018-11-09 0:00,68,3.7,-0.6,1.9,0.7
2018-11-10 0:00,65,0,-4.7,1.6,-1.6
2018-11-11 0:00,35,0,-4,2.3,-0.9
2018-11-12 0:00,,0.7,-0.2,6.1,3
2018-11-13 0:00,50,1.7,-4.8,0.2,-2.3
2018-11-14 0:00,39,0,-6.6,-0.9,-3.8
2018-11-15 0:00,42,7.3,-7,-1,-4
2018-11-16 0:00,48,0.6,-1,2,0.5
2018-11-17 0:00,45,0,-3.9,2.1,-0.9
2018-11-18 0:00,,0,-4,-0.1,-2.1
2018-11-19 0:00,,0,-6.8,2,-2.4
2018-11-20 0:00,45,0.4,-5.1,-0.5,-2.8
2018-11-21 0:00,59,0,-15.4,0,-7.7
2018-11-22 0:00,,0,-16.1,-6.7,-11.4
2018-11-23 0:00,,0,-7.6,3,-2.3
2018-11-24 0:00,32,4.9,-2.6,5.4,1.4
2018-11-25 0:00,35,0.2,0.6,5.4,3
2018-11-26 0:00,54,16,-0.1,4.5,2.2
2018-11-27 0:00,58,0,-1.9,0,-1
2018-11-28 0:00,54,0,-1.7,1.2,-0.3
2018-11-29 0:00,35,0,-2.4,0.1,-1.2
2018-11-30 0:00,,0,-2.7,0.8,-1
2018-12-01 0:00,54,2.9,-1.5,1.8,0.2
2018-12-02 0:00,48,5.1,1.7,12.9,7.3
2018-12-03 0:00,50,1.3,-2.2,5.1,1.5
2018-12-04 0:00,32,0,-9.1,-0.6,-4.9
2018-12-05 0:00,42,0,-9.4,0,-4.7
2018-12-06 0:00,45,0,-6.9,-0.7,-3.8
2018-12-07 0:00,,0,-9.9,-5.3,-7.6
2018-12-08 0:00,39,0,-6.7,-2.1,-4.4
2018-12-09 0:00,41,0,-8.8,-2,-5.4
2018-12-10 0:00,45,0,-4.9,-0.3,-2.6
2018-12-11 0:00,39,0,-4.9,-1.5,-3.2
2018-12-12 0:00,37,0.2,-2.3,0.9,-0.7
2018-12-13 0:00,,0,-1.1,1.4,0.2
2018-12-14 0:00,,4.2,-1.9,5.3,1.7
2018-12-15 0:00,,0,-2.2,2.3,0.1
2018-12-16 0:00,33,0,-2.6,2.5,-0.1
2018-12-17 0:00,58,0,-1.9,1.2,-0.4
2018-12-18 0:00,35,0,-6.3,-0.4,-3.4
2018-12-19 0:00,32,0,-6.6,4.9,-0.9
2018-12-20 0:00,,13.8,-4.2,5,0.4
2018-12-21 0:00,52,7.8,-2.3,3,0.4
2018-12-22 0:00,58,0,-3.1,-1.8,-2.5
2018-12-23 0:00,,0,-2.3,-0.3,-1.3
2018-12-24 0:00,48,0,-3.4,-0.4,-1.9
2018-12-25 0:00,,0.2,-3.3,0,-1.7
2018-12-26 0:00,,0,-6.5,1.1,-2.7
2018-12-27 0:00,48,2.9,-7.8,3.1,-2.4
2018-12-28 0:00,59,4.6,1.1,10.4,5.8
2018-12-29 0:00,39,0.2,-6.2,1.1,-2.6
2018-12-30 0:00,32,0.4,-6.8,-1,-3.9
2018-12-31 0:00,67,15.6,-7.3,8.7,0.7
2019-01-01 0:00,72,0.5,-8.3,8.5,0.1
2019-01-02 0:00,,1.9,-11.6,-1.8,-6.7
2019-01-03 0:00,48,0,-2.5,-0.8,-1.7
2019-01-04 0:00,39,0,-4.5,6,0.8
2019-01-05 0:00,41,0,-4.8,2.9,-1
2019-01-06 0:00,55,0,-7.2,2.2,-2.5
2019-01-07 0:00,50,3.1,-7.5,6.7,-0.4
2019-01-08 0:00,50,2.9,0.7,8,4.4
2019-01-09 0:00,61,0,-7.3,0.9,-3.2
2019-01-10 0:00,59,0,-11.9,-6.7,-9.3
2019-01-11 0:00,,0,-13.8,-7.4,-10.6
2019-01-12 0:00,,0,-10.1,-4.9,-7.5
2019-01-13 0:00,37,0,-12.4,-5.3,-8.9
2019-01-14 0:00,,0,-9,-2.7,-5.9
2019-01-15 0:00,63,0,-5.1,-2.2,-3.7
2019-01-16 0:00,61,0,-15.6,-1.3,-8.5
2019-01-17 0:00,,0.2,-16.8,-5.5,-11.2
2019-01-18 0:00,42,0.2,-8.6,-1.6,-5.1
2019-01-19 0:00,39,0.6,-16,-8.5,-12.3
2019-01-20 0:00,58,0.2,-20.6,-14.2,-17.4
2019-01-21 0:00,39,0,-22.1,-12.2,-17.2
2019-01-22 0:00,37,0.2,-22.9,-2.2,-12.6
2019-01-23 0:00,46,15,-2.4,5.1,1.4
2019-01-24 0:00,48,0,-5,-0.3,-2.7
2019-01-25 0:00,61,0,-13.6,-5,-9.3
2019-01-26 0:00,33,0,-16.3,-9.1,-12.7
2019-01-27 0:00,58,1.8,-19.7,-8.8,-14.3
2019-01-28 0:00,63,1.7,-24,-5.9,-15
2019-01-29 0:00,61,0.2,-17.3,-2.1,-9.7
2019-01-30 0:00,63,0,-24.5,-17.2,-20.9
2019-01-31 0:00,46,0,-24.6,-16.4,-20.5
2019-02-01 0:00,,0,-22.6,-12.3,-17.5
2019-02-02 0:00,41,0,-15.3,0.4,-7.5
2019-02-03 0:00,41,0,0.1,6.1,3.1
2019-02-04 0:00,41,9,3.5,11.3,7.4
2019-02-05 0:00,50,0,-5.9,8.4,1.3
2019-02-06 0:00,46,10,-6.2,-0.7,-3.5
2019-02-07 0:00,63,0.6,-3,7.1,2.1
2019-02-08 0:00,85,0,-11.3,3.5,-3.9
2019-02-09 0:00,55,0,-13,-6,-9.5
2019-02-10 0:00,,0,-13,-4.9,-9
2019-02-11 0:00,52,0.2,-6.5,-4.7,-5.6
2019-02-12 0:00,65,11.2,-6.7,0.6,-3.1
2019-02-13 0:00,65,,-6,-0.5,-3.3
2019-02-14 0:00,41,0,-7.4,1.4,-3
2019-02-15 0:00,68,1.4,-6.1,2.7,-1.7
2019-02-16 0:00,37,0,-11.9,-3.8,-7.9
2019-02-17 0:00,42,0,-13.8,-6.3,-10.1
2019-02-18 0:00,32,0.6,-18.7,-5.9,-12.3
2019-02-19 0:00,33,0,-20,-5.2,-12.6
2019-02-20 0:00,45,0.6,-16.2,-0.2,-8.2
2019-02-21 0:00,59,0,-4.5,2.4,-1.1
2019-02-22 0:00,,0,-7.7,1.1,-3.3
2019-02-23 0:00,46,0,-8.3,2.4,-3
2019-02-24 0:00,85,5,-4.8,5.9,0.6
2019-02-25 0:00,93,0,-8.9,-4.7,-6.8
2019-02-26 0:00,41,0,-12,-7,-9.5
2019-02-27 0:00,35,,-15.4,-7.7,-11.6
2019-02-28 0:00,,0,-26.1,-6.4,-16.3
2019-03-01 0:00,,0,-19.4,-0.7,-10.1
2019-03-02 0:00,41,0.4,-7.8,-1.1,-4.5
2019-03-03 0:00,32,0.2,-10.6,-3.3,-7
2019-03-04 0:00,46,0,-20,-10.3,-15.2
2019-03-05 0:00,50,0,-16.5,-9.7,-13.1
2019-03-06 0:00,48,0,-15.6,-10.8,-13.2
2019-03-07 0:00,46,0,-18.2,-6.7,-12.5
2019-03-08 0:00,,0,-21.2,-2.6,-11.9
2019-03-09 0:00,67,0.5,-17.5,0.8,-8.4
2019-03-10 0:00,68,7.6,-0.5,4.9,2.2
2019-03-11 0:00,59,0,-3.8,1,-1.4
2019-03-12 0:00,39,0,-4.9,2,-1.5
2019-03-13 0:00,,0,-4.7,5.8,0.6
2019-03-14 0:00,61,9,-0.6,9.8,4.6
2019-03-15 0:00,52,3.5,-1.8,9.1,3.7
2019-03-16 0:00,59,0,-5,-0.1,-2.6
2019-03-17 0:00,39,0,-6.5,1.3,-2.6
2019-03-18 0:00,50,0,-4.5,2.3,-1.1
2019-03-19 0:00,46,0,-6.3,6,-0.2
2019-03-20 0:00,42,0.9,-2.4,8.2,2.9
2019-03-21 0:00,,1.8,1,6.6,3.8
2019-03-22 0:00,65,0,-4.8,2.1,-1.4
2019-03-23 0:00,50,0,-7.7,3.3,-2.2
2019-03-24 0:00,42,0,-2.9,9.3,3.2
2019-03-25 0:00,33,0,-6.3,3.5,-1.4
2019-03-26 0:00,35,0,-6,3.9,-1.1
2019-03-27 0:00,32,0,-6.2,9.2,1.5
2019-03-28 0:00,46,1.3,-1,10.7,4.9
2019-03-29 0:00,33,0,1.4,10.2,5.8
2019-03-30 0:00,37,33.6,-0.9,7.2,3.2
2019-03-31 0:00,52,1.5,-6.2,-0.8,-3.5
2019-04-01 0:00,37,0,-8.6,1.2,-3.7
2019-04-02 0:00,42,0,-1.5,7.2,2.9
2019-04-03 0:00,80,0,-4.5,6.2,0.9
2019-04-04 0:00,,0,-4.3,4.2,-0.1
2019-04-05 0:00,41,0,-0.8,3.9,1.6
2019-04-06 0:00,,0,1.3,15.5,8.4
2019-04-07 0:00,45,7.2,1.9,14.2,8.1
2019-04-08 0:00,65,1.2,1.1,13.2,7.2
2019-04-09 0:00,63,0,1.5,8.8,5.2
2019-04-10 0:00,33,0,-0.7,7.4,3.4
2019-04-11 0:00,61,0,-1.8,2.4,0.3
2019-04-12 0:00,55,2,1.7,16.8,9.3
2019-04-13 0:00,59,0,-1,14,6.5
2019-04-14 0:00,65,14.4,-0.6,3,1.2
2019-04-15 0:00,58,1.2,-1.3,7.9,3.3
2019-04-16 0:00,,4.3,-3.9,5.6,0.9
2019-04-17 0:00,48,0.2,-3.5,14.5,5.5
2019-04-18 0:00,59,9.4,5,20,12.5
2019-04-19 0:00,45,20.3,4.1,12.2,8.2
2019-04-20 0:00,55,6.6,3.8,7.9,5.9
2019-04-21 0:00,,0,4.2,14.2,9.2
2019-04-22 0:00,,0.2,2.3,19.2,10.8
2019-04-23 0:00,63,1.4,4.8,17.1,11
2019-04-24 0:00,48,0,1.1,13.3,7.2
2019-04-25 0:00,32,0.2,-2.6,17.2,7.3
2019-04-26 0:00,76,21.4,1.9,10.7,6.3
2019-04-27 0:00,80,0,-0.9,6.6,2.9
2019-04-28 0:00,48,0,-2.2,10.7,4.3
2019-04-29 0:00,48,1.4,-4.2,6.8,1.3
2019-04-30 0:00,39,1.9,2.2,8.5,5.4
2019-05-01 0:00,54,13.8,3.9,10.3,7.1
2019-05-02 0:00,,1.8,5.2,18.1,11.7
2019-05-03 0:00,,9.3,5.7,13.2,9.5
2019-05-04 0:00,,0,6,13.2,9.6
2019-05-05 0:00,,0,6.4,19.5,13
2019-05-06 0:00,41,0,3.8,21.8,12.8
2019-05-07 0:00,,3.7,3.1,14,8.6
2019-05-08 0:00,58,0,2.2,12.1,7.2
2019-05-09 0:00,63,11.2,6.3,18.6,12.5
2019-05-10 0:00,45,3.2,1.9,16.8,9.4
2019-05-11 0:00,,0,0.4,11.9,6.2
2019-05-12 0:00,55,3,4.2,8.5,6.4
2019-05-13 0:00,35,6.4,4,8.1,6.1
2019-05-14 0:00,,0.4,4.1,15.1,9.6
2019-05-15 0:00,68,0,2.6,20.4,11.5
2019-05-16 0:00,35,0,3.9,20,12
2019-05-17 0:00,45,0,5.1,17,11.1
2019-05-18 0:00,33,0,1.7,16.1,8.9
2019-05-19 0:00,78,2,6.1,28.5,17.3
2019-05-20 0:00,65,0,3.5,16,9.8
2019-05-21 0:00,35,0,2.4,18.2,10.3
2019-05-22 0:00,42,0.2,3.2,15.2,9.2
2019-05-23 0:00,74,2.3,5.4,25,15.2
2019-05-24 0:00,35,0,9,19.4,14.2
2019-05-25 0:00,63,15.6,9.6,26.1,17.9
2019-05-26 0:00,33,0,9.9,21.3,15.6
2019-05-27 0:00,,0,7.9,23.2,15.6
2019-05-28 0:00,46,5.1,8.4,12.2,10.3
2019-05-29 0:00,,1.4,8.8,16.3,12.6
2019-05-30 0:00,35,0,8.3,21.3,14.8
2019-05-31 0:00,35,0,6.3,22.7,14.5
2019-06-01 0:00,55,4,12.1,24.2,18.2
2019-06-02 0:00,50,1.2,5.1,18.2,11.7
2019-06-03 0:00,54,0,3.5,14.5,9
2019-06-04 0:00,42,0,2.6,22.8,12.7
2019-06-05 0:00,,11.5,14.5,19.8,17.2
2019-06-06 0:00,,0,10.2,23.8,17
2019-06-07 0:00,,0,8,25.3,16.7
2019-06-08 0:00,41,0,11.6,23.9,17.8
2019-06-09 0:00,37,0,10,26.3,18.2
2019-06-10 0:00,59,6,12,21.1,16.6
2019-06-11 0:00,42,0,7,20.6,13.8
2019-06-12 0:00,39,0,4.4,22.9,13.7
2019-06-13 0:00,46,9.3,9.8,17.2,13.5
2019-06-14 0:00,54,0,8.5,21.2,14.9
2019-06-15 0:00,55,0.7,13.9,18.1,16
2019-06-16 0:00,,0,9,19.2,14.1
2019-06-17 0:00,,0,9.6,23.4,16.5
2019-06-18 0:00,,0,12.5,25,18.8
2019-06-19 0:00,,0,11.2,25.7,18.5
2019-06-20 0:00,35,3.4,14.2,22.9,18.6
2019-06-21 0:00,45,0.2,9.8,22,15.9
2019-06-22 0:00,32,0,8.9,23.9,16.4
2019-06-23 0:00,,0,7.7,26.3,17
2019-06-24 0:00,35,3.7,11.8,27.4,19.6
2019-06-25 0:00,,,,,
2019-06-26 0:00,46,0,13.4,27.5,20.5
2019-06-27 0:00,,0,12.2,29.5,20.9
2019-06-28 0:00,61,13.2,11.4,29.4,20.4
2019-06-29 0:00,41,0,16.7,27.3,22
2019-06-30 0:00,42,0,11.6,24.1,17.9
2019-07-01 0:00,33,0,9.1,28.5,18.8
2019-07-02 0:00,32,1.4,17.6,24.6,21.1
2019-07-03 0:00,,0.2,16,29.9,23
2019-07-04 0:00,,0,13.3,31.3,22.3
2019-07-05 0:00,42,0,17.2,32.6,24.9
2019-07-06 0:00,,1.5,21.3,30.9,26.1
2019-07-07 0:00,33,0,10.1,25.6,17.9
2019-07-08 0:00,,0,7.3,26.2,16.8
2019-07-09 0:00,,0,9.6,27.6,18.6
2019-07-10 0:00,32,0.5,11.1,31.3,21.2
2019-07-11 0:00,45,0,15.6,30.3,23
2019-07-12 0:00,33,0,11.8,22.4,17.1
2019-07-13 0:00,50,0,11.2,30.2,20.7
2019-07-14 0:00,35,0,11.4,26.7,19.1
2019-07-15 0:00,32,0.2,7.4,29.4,18.4
2019-07-16 0:00,52,1.2,17,30.1,23.6
2019-07-17 0:00,,37.7,17.8,28.5,23.2
2019-07-18 0:00,32,0,17.1,29.5,23.3
2019-07-19 0:00,39,3,22,29.9,26
2019-07-20 0:00,84,3.4,20.7,32.7,26.7
2019-07-21 0:00,35,0,16,26.8,21.4
2019-07-22 0:00,32,0,14.3,25.8,20.1
2019-07-23 0:00,37,0,11.5,25.3,18.4
2019-07-24 0:00,,0,10.9,25.5,18.2
2019-07-25 0:00,39,0,10.2,27.9,19.1
2019-07-26 0:00,35,0,12,29.1,20.6
2019-07-27 0:00,52,0,14.1,28.8,21.5
2019-07-28 0:00,41,0,19.2,30.4,24.8
2019-07-29 0:00,50,1.1,,,
2019-07-30 0:00,35,0.4,16.2,28.5,22.4
2019-07-31 0:00,,0,12.3,26.8,19.6
2019-08-01 0:00,,0,9.6,27.2,18.4
2019-08-02 0:00,,0,9.6,28.6,19.1
2019-08-03 0:00,,0,9.8,29.5,19.7
2019-08-04 0:00,,0,13.4,27.9,20.7
2019-08-05 0:00,37,0,12,29.7,20.9
2019-08-06 0:00,55,3.3,17.5,27.2,22.4
2019-08-07 0:00,41,0,12.2,27.9,20.1
2019-08-08 0:00,55,9,12,25,18.5
2019-08-09 0:00,55,0,12.2,24.9,18.6
2019-08-10 0:00,50,0,8.7,24,16.4
2019-08-11 0:00,33,0,7.4,28.2,17.8
2019-08-12 0:00,39,0,17.9,29.5,23.7
2019-08-13 0:00,,0,14.4,28.6,21.5
2019-08-14 0:00,37,0,11.8,26.3,19.1
2019-08-15 0:00,32,1.8,12.7,23.3,18
2019-08-16 0:00,33,0,11.1,26.7,18.9
2019-08-17 0:00,41,11.1,13.4,28.4,20.9
2019-08-18 0:00,52,20.3,16.5,29.3,22.9
2019-08-19 0:00,37,0,13.6,26.6,20.1
2019-08-20 0:00,55,5.3,12.5,29.1,20.8
2019-08-21 0:00,37,0.4,16.7,29.3,23
2019-08-22 0:00,35,0,10.9,22.8,16.9
2019-08-23 0:00,33,0,9,22.6,15.8
2019-08-24 0:00,,0,8,22.8,15.4
2019-08-25 0:00,35,0,7.9,23.6,15.8
2019-08-26 0:00,52,0.2,11.5,24.3,17.9
2019-08-27 0:00,35,7.5,17.1,22.1,19.6
2019-08-28 0:00,52,0.2,12.7,25,18.9
2019-08-29 0:00,45,0,12.9,24.1,18.5
2019-08-30 0:00,54,0,8,22.5,15.3
2019-08-31 0:00,,0,5.7,21.8,13.8
2019-09-01 0:00,39,1.4,11.9,17.7,14.8
2019-09-02 0:00,32,0,11.5,23.5,17.5
2019-09-03 0:00,46,1.2,7.8,24.3,16.1
2019-09-04 0:00,52,0.2,5.7,20.5,13.1
2019-09-05 0:00,,0,4.3,22,13.2
2019-09-06 0:00,,0.4,6.2,18.9,12.6
2019-09-07 0:00,41,0.2,9.1,21.9,15.5
2019-09-08 0:00,,0,4.7,18.8,11.8
2019-09-09 0:00,,0,5.6,19.7,12.7
2019-09-10 0:00,37,0.5,6.3,25.2,15.8
2019-09-11 0:00,37,9,16.9,28.8,22.9
2019-09-12 0:00,37,1.6,10,18.8,14.4
2019-09-13 0:00,45,6.6,11.8,22.4,17.1
2019-09-14 0:00,48,0,9.6,21.1,15.4
2019-09-15 0:00,33,1.9,7.4,19.2,13.3
2019-09-16 0:00,,0,11.4,20.1,15.8
2019-09-17 0:00,,0,7.9,23.3,15.6
2019-09-18 0:00,,0,7.5,23.7,15.6
2019-09-19 0:00,33,0,7.9,23.6,15.8
2019-09-20 0:00,,0,7.7,27.3,17.5
2019-09-21 0:00,35,0,11.2,29.1,20.2
2019-09-22 0:00,54,0,19.1,29.6,24.4
2019-09-23 0:00,52,2,13.7,22.8,18.3
2019-09-24 0:00,41,0,7.1,20.6,13.9
2019-09-25 0:00,61,0,9.4,25,17.2
2019-09-26 0:00,59,2.4,4.2,19.8,12
2019-09-27 0:00,42,0,2.6,22.4,12.5
2019-09-28 0:00,33,2.5,7.9,19.4,13.7
2019-09-29 0:00,39,0.2,6.6,14.1,10.4
2019-09-30 0:00,35,0,11.4,18.7,15.1
2019-10-01 0:00,59,17,12.9,30,21.5
2019-10-02 0:00,39,17.4,7.7,18.5,13.1
2019-10-03 0:00,37,4.5,6.8,12.8,9.8
2019-10-04 0:00,45,0,1.7,11.9,6.8
2019-10-05 0:00,45,0,0.3,12.8,6.6
2019-10-06 0:00,48,1.9,7.9,19.9,13.9
2019-10-07 0:00,42,0,3.1,17.8,10.5
2019-10-08 0:00,33,0,0.8,18,9.4
2019-10-09 0:00,41,0,0.1,17.9,9
2019-10-10 0:00,35,0,2,17.5,9.8
2019-10-11 0:00,37,0.8,6.4,21,13.7
2019-10-12 0:00,42,3.2,-2,12.2,5.1
2019-10-13 0:00,58,0,-2.4,16.2,6.9
2019-10-14 0:00,45,0,4.6,11.1,7.9
2019-10-15 0:00,41,0,-1.4,15,6.8
2019-10-16 0:00,52,23.3,5.1,12.1,8.6
2019-10-17 0:00,59,0,1.5,6.8,4.2
2019-10-18 0:00,46,0,-1.9,11.2,4.7
2019-10-19 0:00,,0,-3.5,14.3,5.4
2019-10-20 0:00,41,0,1.9,19.6,10.8
2019-10-21 0:00,45,3.4,1.9,16.9,9.4
2019-10-22 0:00,67,5.3,7.9,16.6,12.3
2019-10-23 0:00,58,0,5.3,12.7,9
2019-10-24 0:00,46,0.2,1.2,12.2,6.7
2019-10-25 0:00,39,0,-2,11.2,4.6
2019-10-26 0:00,46,14.6,-3.9,10.1,3.1
2019-10-27 0:00,65,11.5,6.1,13,9.6
2019-10-28 0:00,,0,1.2,17.1,9.2
2019-10-29 0:00,35,0,-0.1,14.7,7.3
2019-10-30 0:00,,17,5.2,7.4,6.3
2019-10-31 0:00,78,12.4,1.5,9.2,5.4
2019-11-01 0:00,74,0.9,-0.5,2.4,1
2019-11-02 0:00,48,0.8,0.1,5.3,2.7
2019-11-03 0:00,45,0.8,-1.5,4.1,1.3
2019-11-04 0:00,58,2,0.9,10.8,5.9
2019-11-05 0:00,54,0,-0.3,7.8,3.8
2019-11-06 0:00,41,0.6,-3.3,3.4,0.1
2019-11-07 0:00,33,1.6,-5.3,1.2,-2.1
2019-11-08 0:00,,0,-8.8,0,-4.4
2019-11-09 0:00,50,0,-4.9,2.3,-1.3
2019-11-10 0:00,45,0.6,-1.3,4.8,1.8
2019-11-11 0:00,41,5.2,-7.5,-1.3,-4.4
2019-11-12 0:00,41,0,-16.5,-5.9,-11.2
2019-11-13 0:00,,0,-11.3,-4.9,-8.1
2019-11-14 0:00,48,0,-5.7,-1.2,-3.5
2019-11-15 0:00,52,0,-6.9,1.6,-2.7
2019-11-16 0:00,39,0,-12.2,-4.1,-8.2
2019-11-17 0:00,,0,-10.4,2.2,-4.1
2019-11-18 0:00,,4.1,-1.2,1.4,0.1
2019-11-19 0:00,,0,0.4,2.8,1.6
2019-11-20 0:00,,0,-4,6.6,1.3
2019-11-21 0:00,65,5.1,-3.7,9.9,3.1
2019-11-22 0:00,74,0,-4.1,6.8,1.4
2019-11-23 0:00,35,0,-6,4.8,-0.6
2019-11-24 0:00,35,0,-6.3,5.8,-0.3
2019-11-25 0:00,33,0,-1.3,7.4,3.1
2019-11-26 0:00,32,0,-0.5,9.6,4.6
2019-11-27 0:00,81,12.7,2.9,10.9,6.9
2019-11-28 0:00,52,0,-3.3,4,0.4
2019-11-29 0:00,,0,-3.9,-0.9,-2.4
2019-11-30 0:00,50,0,-5.3,-0.1,-2.7
2019-12-01 0:00,81,9.4,-3.4,0.2,-1.6
2019-12-02 0:00,,1.2,-11,-1.2,-6.1
2019-12-03 0:00,39,0,-12.9,-0.7,-6.8
2019-12-04 0:00,46,0,-1.2,1.4,0.1
2019-12-05 0:00,65,0,-2.2,-0.3,-1.3
2019-12-06 0:00,48,0.8,-5,-0.4,-2.7
2019-12-07 0:00,32,0,-9.8,-1,-5.4
2019-12-08 0:00,48,0,-9.2,6.1,-1.6
2019-12-09 0:00,50,7.9,3.5,9,6.3
2019-12-10 0:00,68,1,-6.7,8.8,1.1
2019-12-11 0:00,68,0,-9.8,-5.4,-7.6
2019-12-12 0:00,39,0,-12.9,-1,-7
2019-12-13 0:00,37,0,-5.1,4.6,-0.3
2019-12-14 0:00,54,10.3,0.2,1.4,0.8
2019-12-15 0:00,58,0,-7.2,0.4,-3.4
2019-12-16 0:00,,0,-7.7,-0.6,-4.2
2019-12-17 0:00,39,0,-5.4,-0.5,-3
2019-12-18 0:00,59,0,-16.8,-3.8,-10.3
2019-12-19 0:00,,0,-17.9,-6.3,-12.1
2019-12-20 0:00,,0,-11.4,-5.1,-8.3
2019-12-21 0:00,,0,-8.8,2.5,-3.2
2019-12-22 0:00,35,0,-2,5.1,1.6
2019-12-23 0:00,48,0,-1.7,7.2,2.8
2019-12-24 0:00,33,0,-5.4,0.3,-2.6
2019-12-25 0:00,,0,-2.3,3.2,0.5
2019-12-26 0:00,,0,0,2.7,1.4
2019-12-27 0:00,50,0,1.5,10.2,5.9
2019-12-28 0:00,35,0,-3.7,2.8,-0.5
2019-12-29 0:00,46,6.4,-3.4,1.4,-1
2019-12-30 0:00,68,5.5,0.3,8.4,4.4
2019-12-31 0:00,55,1.6,-2.7,0.7,-1
2020-01-01 0:00,52,0,-5.1,-1.2,-3.2
2020-01-02 0:00,52,0,-1.1,4.8,1.9
2020-01-03 0:00,,0,1.5,5.4,3.5
2020-01-04 0:00,37,0.2,-1.8,1.5,-0.2
2020-01-05 0:00,39,3.3,-3,-0.2,-1.6
2020-01-06 0:00,63,0.2,-4,1,-1.5
2020-01-07 0:00,37,0,-7.7,2.3,-2.7
2020-01-08 0:00,65,0,-9.3,-1.7,-5.5
2020-01-09 0:00,45,0,-12.5,4.2,-4.2
2020-01-10 0:00,58,1.4,3.8,6,4.9
2020-01-11 0:00,46,46.6,1,11.6,6.3
2020-01-12 0:00,54,7.2,-7.5,1.2,-3.2
2020-01-13 0:00,,0,-4.6,1,-1.8
2020-01-14 0:00,54,0,-4.7,2.2,-1.3
2020-01-15 0:00,42,0.5,-0.7,2.7,1
2020-01-16 0:00,63,0.2,-9.3,0.2,-4.6
2020-01-17 0:00,32,0,-13.5,-7.3,-10.4
2020-01-18 0:00,67,8.9,-8.7,1.9,-3.4
2020-01-19 0:00,63,0,-15.5,-1.3,-8.4
2020-01-20 0:00,32,0,-18.3,-4.8,-11.6
2020-01-21 0:00,33,0,-8.9,-4.6,-6.8
2020-01-22 0:00,39,0,-9.2,-1.2,-5.2
2020-01-23 0:00,,0,-9.1,2.5,-3.3
2020-01-24 0:00,42,7.1,-2.4,3.1,0.4
2020-01-25 0:00,33,3,0.4,3.2,1.8
2020-01-26 0:00,42,0.2,-0.5,1.3,0.4
2020-01-27 0:00,41,0,-1.5,-0.3,-0.9
2020-01-28 0:00,33,0,-3.5,0.1,-1.7
2020-01-29 0:00,,0,-9.1,-3.3,-6.2
2020-01-30 0:00,,0,-9.1,-0.9,-5
2020-01-31 0:00,,0,-7.2,-0.5,-3.9
2020-02-01 0:00,,1.1,-4.7,-0.3,-2.5
2020-02-02 0:00,41,5.5,-1.8,1.9,0.1
2020-02-03 0:00,45,0,-3.3,3.3,0
2020-02-04 0:00,45,0,-5.3,0.8,-2.3
2020-02-05 0:00,33,0.2,-9.5,-3.8,-6.7
